tourney_id,alias,source
2017-W-FC-2017-G1-AO-B-M-CHN-IND-01,Fed Cup G1 Rr: Chn Vs Ind,tour
2017-W-FC-2017-G1-AO-B-M-CHN-JPN-01,Fed Cup G1 Rr: Chn Vs Jpn,tour
2017-W-FC-2017-G1-AO-B-M-CHN-PHI-01,Fed Cup G1 Rr: Chn Vs Phi,tour
2017-W-FC-2017-G1-AO-B-M-IND-PHI-01,Fed Cup G1 Rr: Ind Vs Phi,tour
2017-W-FC-2017-G1-AO-B-M-JPN-IND-01,Fed Cup G1 Rr: Jpn Vs Ind,tour
2017-W-FC-2017-G1-AO-B-M-JPN-PHI-01,Fed Cup G1 Rr: Jpn Vs Phi,tour
2017-W-FC-2017-G1-AO-PP3-4-CHN-KOR-01,Fed Cup G1 Pm: Chn Vs Kor,tour
2017-W-FC-2017-G1-AO-PPO-KAZ-JPN-01,Fed Cup G1 Ppo: Kaz Vs Jpn,tour
2017-W-FC-2017-G1-AO-REL-THA-PHI-01,Fed Cup G1 Rel: Tha Vs Phi,tour
2017-W-FC-2017-G1-EPA-A-M-GEO-AUT-01,Fed Cup G1 Rr: Geo Vs Aut,tour
2017-W-FC-2017-G1-EPA-A-M-POL-AUT-01,Fed Cup G1 Rr: Pol Vs Aut,tour
2017-W-FC-2017-G1-EPA-A-M-POL-GEO-01,Fed Cup G1 Rr: Pol Vs Geo,tour
2017-W-FC-2017-G1-EPA-B-M-CRO-BIH-01,Fed Cup G1 Rr: Cro Vs Bih,tour
2017-W-FC-2017-G1-EPA-B-M-CRO-HUN-01,Fed Cup G1 Rr: Cro Vs Hun,tour
2017-W-FC-2017-G1-EPA-B-M-HUN-BIH-01,Fed Cup G1 Rr: Hun Vs Bih,tour
2017-W-FC-2017-G1-EPA-C-M-GBR-LAT-01,Fed Cup G1 Rr: Gbr Vs Lat,tour
2017-W-FC-2017-G1-EPA-C-M-GBR-POR-01,Fed Cup G1 Rr: Gbr Vs Por,tour
2017-W-FC-2017-G1-EPA-C-M-GBR-TUR-01,Fed Cup G1 Rr: Gbr Vs Tur,tour
2017-W-FC-2017-G1-EPA-C-M-LAT-POR-01,Fed Cup G1 Rr: Lat Vs Por,tour
2017-W-FC-2017-G1-EPA-C-M-TUR-LAT-01,Fed Cup G1 Rr: Tur Vs Lat,tour
2017-W-FC-2017-G1-EPA-C-M-TUR-POR-01,Fed Cup G1 Rr: Tur Vs Por,tour
2017-W-FC-2017-G1-EPA-D-M-BUL-EST-01,Fed Cup G1 Rr: Bul Vs Est,tour
2017-W-FC-2017-G1-EPA-D-M-ISR-BUL-01,Fed Cup G1 Rr: Isr Vs Bul,tour
2017-W-FC-2017-G1-EPA-D-M-ISR-EST-01,Fed Cup G1 Rr: Isr Vs Est,tour
2017-W-FC-2017-G1-EPA-D-M-SRB-BUL-01,Fed Cup G1 Rr: Srb Vs Bul,tour
2017-W-FC-2017-G1-EPA-D-M-SRB-EST-01,Fed Cup G1 Rr: Srb Vs Est,tour
2017-W-FC-2017-G1-EPA-D-M-SRB-ISR-01,Fed Cup G1 Rr: Srb Vs Isr,tour
2017-W-FC-2017-G1-EPA-PP5-8-AUT-EST-01,Fed Cup G1 Pm: Aut Vs Est,tour
2017-W-FC-2017-G1-EPA-PP5-8-HUN-LAT-01,Fed Cup G1 Pm: Hun Vs Lat,tour
2017-W-FC-2017-G1-EPA-PPO-CRO-GBR-01,Fed Cup G1 Ppo: Cro Vs Gbr,tour
2017-W-FC-2017-G1-EPA-PPO-POL-SRB-01,Fed Cup G1 Ppo: Pol Vs Srb,tour
2017-W-FC-2017-G1-EPA-REL-BIH-POR-01,Fed Cup G1 Rel: Bih Vs Por,tour
2017-W-FC-2017-G1-EPA-REL-GEO-ISR-01,Fed Cup G1 Rel: Geo Vs Isr,tour
2017-W-FC-2017-G2-AM-A-M-ECU-CUB-01,Fed Cup G2 Rr: Ecu Vs Cub,tour
2017-W-FC-2017-G2-AM-A-M-ECU-URU-01,Fed Cup G2 Rr: Ecu Vs Uru,tour
2017-W-FC-2017-G2-AM-A-M-URU-CUB-01,Fed Cup G2 Rr: Uru Vs Cub,tour
2017-W-FC-2017-G2-AM-B-M-DOM-BAR-01,Fed Cup G2 Rr: Dom Vs Bar,tour
2017-W-FC-2017-G2-AM-B-M-GUA-BAR-01,Fed Cup G2 Rr: Gua Vs Bar,tour
2017-W-FC-2017-G2-AM-B-M-GUA-DOM-01,Fed Cup G2 Rr: Gua Vs Dom,tour
2017-W-FC-2017-G2-AM-C-M-PUR-HON-01,Fed Cup G2 Rr: Pur Vs Hon,tour
2017-W-FC-2017-G2-AM-C-M-PUR-TTO-01,Fed Cup G2 Rr: Pur Vs Tto,tour
2017-W-FC-2017-G2-AM-C-M-TTO-HON-01,Fed Cup G2 Rr: Tto Vs Hon,tour
2017-W-FC-2017-G2-AM-D-M-BAH-PAN-01,Fed Cup G2 Rr: Bah Vs Pan,tour
2017-W-FC-2017-G2-AM-D-M-CRC-BAH-01,Fed Cup G2 Rr: Crc Vs Bah,tour
2017-W-FC-2017-G2-AM-D-M-CRC-PAN-01,Fed Cup G2 Rr: Crc Vs Pan,tour
2017-W-FC-2017-G2-AM-D-M-PER-BAH-01,Fed Cup G2 Rr: Per Vs Bah,tour
2017-W-FC-2017-G2-AM-D-M-PER-CRC-01,Fed Cup G2 Rr: Per Vs Crc,tour
2017-W-FC-2017-G2-AM-D-M-PER-PAN-01,Fed Cup G2 Rr: Per Vs Pan,tour
2017-W-FC-2017-G2-AM-PP5-8-CUB-TTO-01,Fed Cup G2 Pm: Cub Vs Tto,tour
2017-W-FC-2017-G2-AM-PP5-8-DOM-CRC-01,Fed Cup G2 Pm: Dom Vs Crc,tour
2017-W-FC-2017-G2-AM-PP9-12-BAR-BAH-01,Fed Cup G2 Pm: Bar Vs Bah,tour
2017-W-FC-2017-G2-AM-PP9-12-URU-HON-01,Fed Cup G2 Pm: Uru Vs Hon,tour
2017-W-FC-2017-G2-AM-PPO-ECU-PUR-01,Fed Cup G2 Ppo: Ecu Vs Pur,tour
2017-W-FC-2017-G2-AM-PPO-GUA-PER-01,Fed Cup G2 Ppo: Gua Vs Per,tour
2017-W-FC-2017-G2-AO-A-M-TKM-NZL-01,Fed Cup G2 Rr: Tkm Vs Nzl,tour
2017-W-FC-2017-G2-AO-A-M-UZB-NZL-01,Fed Cup G2 Rr: Uzb Vs Nzl,tour
2017-W-FC-2017-G2-AO-A-M-UZB-TKM-01,Fed Cup G2 Rr: Uzb Vs Tkm,tour
2017-W-FC-2017-G2-AO-B-M-HKG-IRI-01,Fed Cup G2 Rr: Hkg Vs Iri,tour
2017-W-FC-2017-G2-AO-B-M-HKG-POC-01,Fed Cup G2 Rr: Hkg Vs Poc,tour
2017-W-FC-2017-G2-AO-B-M-POC-IRI-01,Fed Cup G2 Rr: Poc Vs Iri,tour
2017-W-FC-2017-G2-AO-C-M-MAS-PAK-01,Fed Cup G2 Rr: Mas Vs Pak,tour
2017-W-FC-2017-G2-AO-C-M-SGP-MAS-01,Fed Cup G2 Rr: Sgp Vs Mas,tour
2017-W-FC-2017-G2-AO-C-M-SGP-PAK-01,Fed Cup G2 Rr: Sgp Vs Pak,tour
2017-W-FC-2017-G2-AO-D-M-INA-KGZ-01,Fed Cup G2 Rr: Ina Vs Kgz,tour
2017-W-FC-2017-G2-AO-D-M-INA-SRI-01,Fed Cup G2 Rr: Ina Vs Sri,tour
2017-W-FC-2017-G2-AO-D-M-INA-TJK-01,Fed Cup G2 Rr: Ina Vs Tjk,tour
2017-W-FC-2017-G2-AO-D-M-KGZ-TJK-01,Fed Cup G2 Rr: Kgz Vs Tjk,tour
2017-W-FC-2017-G2-AO-D-M-SRI-KGZ-01,Fed Cup G2 Rr: Sri Vs Kgz,tour
2017-W-FC-2017-G2-AO-D-M-SRI-TJK-01,Fed Cup G2 Rr: Sri Vs Tjk,tour
2017-W-FC-2017-G2-AO-PP1-4-HKG-MAS-01,Fed Cup G2 Pm: Hkg Vs Mas,tour
2017-W-FC-2017-G2-AO-PP1-4-UZB-HKG-01,Fed Cup G2 Pm: Uzb Vs Hkg,tour
2017-W-FC-2017-G2-AO-PP1-4-UZB-INA-01,Fed Cup G2 Pm: Uzb Vs Ina,tour
2017-W-FC-2017-G2-AO-PP5-8-NZL-SRI-01,Fed Cup G2 Pm: Nzl Vs Sri,tour
2017-W-FC-2017-G2-AO-PP5-8-POC-SGP-01,Fed Cup G2 Pm: Poc Vs Sgp,tour
2017-W-FC-2017-G2-AO-PP9-12-IRI-PAK-01,Fed Cup G2 Pm: Iri Vs Pak,tour
2017-W-FC-2017-G2-AO-PP9-12-TKM-TJK-01,Fed Cup G2 Pm: Tkm Vs Tjk,tour
2017-W-FC-2017-G2-EPA-A-M-NOR-SLO-01,Fed Cup G2 Rr: Nor Vs Slo,tour
2017-W-FC-2017-G2-EPA-A-M-RSA-NOR-01,Fed Cup G2 Rr: Rsa Vs Nor,tour
2017-W-FC-2017-G2-EPA-A-M-RSA-SLO-01,Fed Cup G2 Rr: Rsa Vs Slo,tour
2017-W-FC-2017-G2-EPA-A-M-SWE-NOR-01,Fed Cup G2 Rr: Swe Vs Nor,tour
2017-W-FC-2017-G2-EPA-A-M-SWE-RSA-01,Fed Cup G2 Rr: Swe Vs Rsa,tour
2017-W-FC-2017-G2-EPA-A-M-SWE-SLO-01,Fed Cup G2 Rr: Swe Vs Slo,tour
2017-W-FC-2017-G2-EPA-B-M-DEN-EGY-01,Fed Cup G2 Rr: Den Vs Egy,tour
2017-W-FC-2017-G2-EPA-B-M-DEN-LTU-01,Fed Cup G2 Rr: Den Vs Ltu,tour
2017-W-FC-2017-G2-EPA-B-M-DEN-LUX-01,Fed Cup G2 Rr: Den Vs Lux,tour
2017-W-FC-2017-G2-EPA-B-M-EGY-LUX-01,Fed Cup G2 Rr: Egy Vs Lux,tour
2017-W-FC-2017-G2-EPA-B-M-LTU-EGY-01,Fed Cup G2 Rr: Ltu Vs Egy,tour
2017-W-FC-2017-G2-EPA-B-M-LTU-LUX-01,Fed Cup G2 Rr: Ltu Vs Lux,tour
2017-W-FC-2017-G2-EPA-PPO-DEN-SWE-01,Fed Cup G2 Ppo: Den Vs Swe,tour
2017-W-FC-2017-G2-EPA-PPO-SLO-LUX-01,Fed Cup G2 Ppo: Slo Vs Lux,tour
2017-W-FC-2017-G2-EPA-REL-EGY-RSA-01,Fed Cup G2 Rel: Egy Vs Rsa,tour
2017-W-FC-2017-G2-EPA-REL-NOR-LTU-01,Fed Cup G2 Rel: Nor Vs Ltu,tour
2017-W-FC-2017-WG2-M-ROU-BEL-01,Fed Cup Wg2 R1: Rou Vs Bel,tour
2017-W-FC-2017-WG2-M-RUS-TPE-01,Fed Cup Wg2 R1: Rus Vs Tpe,tour
2017-W-FC-2017-WG2-M-SVK-ITA-01,Fed Cup Wg2 R1: Svk Vs Ita,tour
2017-W-FC-2017-WG2-M-UKR-AUS-01,Fed Cup Wg2 R1: Ukr Vs Aus,tour
2017-W-FC-2017-WG2-PO-AUS-SRB-01,Fed Cup Wg2 R1: Aus Vs Srb,tour
2017-W-FC-2017-WG2-PO-CAN-KAZ-01,Fed Cup Wg2 R1: Can Vs Kaz,tour
2017-W-FC-2017-WG2-PO-ITA-TPE-01,Fed Cup Wg2 R1: Ita Vs Tpe,tour
2017-W-FC-2017-WG2-PO-ROU-GBR-01,Fed Cup Wg2 R1: Rou Vs Gbr,tour
2017-W-FC-2017-WG-M-BLR-NED-01,Fed Cup Wg R1: Blr Vs Ned,tour
2017-W-FC-2017-WG-M-BLR-SUI-01,Fed Cup Wg Sf: Blr Vs Sui,tour
2017-W-FC-2017-WG-M-CZE-ESP-01,Fed Cup Wg R1: Cze Vs Esp,tour
2017-W-FC-2017-WG-M-CZE-USA-01,Fed Cup Wg Sf: Cze Vs Usa,tour
2017-W-FC-2017-WG-M-GER-USA-01,Fed Cup Wg R1: Ger Vs Usa,tour
2017-W-FC-2017-WG-M-SUI-FRA-01,Fed Cup Wg R1: Sui Vs Fra,tour
2017-W-FC-2017-WG-M-USA-BLR-01,Fed Cup Wg F: Usa Vs Blr,tour
2017-W-FC-2017-WG-PO-FRA-ESP-01,Fed Cup Wg R1: Fra Vs Esp,tour
2017-W-FC-2017-WG-PO-GER-UKR-01,Fed Cup Wg R1: Ger Vs Ukr,tour
2017-W-FC-2017-WG-PO-NED-SVK-01,Fed Cup Wg R1: Ned Vs Svk,tour
2017-W-FC-2017-WG-PO-RUS-BEL-01,Fed Cup Wg R1: Rus Vs Bel,tour
2018-0300,Luxembourg,tour
2018-0405,Hiroshima,tour
2018-0406,Strasbourg,tour
2018-0528,Linz,tour
2018-0602,New Haven,tour
2018-0656,Quebec City,tour
2018-0703,San Jose,tour
2018-0718,Dubai,tour
2018-0804,Charleston,tour
2018-0806,Montreal,tour
2018-0808,Singapore,tour
2018-0825,Tashkent,tour
2018-0894,Bogota,tour
2018-1003,Doha,tour
2018-1005,Rabat,tour
2018-1023,Guangzhou,tour
2018-1024,Seoul,tour
2018-1027,Istanbul,tour
2018-1039,Monterrey,tour
2018-1049,Auckland,tour
2018-1050,Hobart,tour
2018-1051,Stuttgart,tour
2018-1052,Birmingham,tour
2018-1056,Tokyo,tour
2018-1063,Shenzhen,tour
2018-1068,Nurnberg,tour
2018-1074,Hong Kong,tour
2018-1075,Wuhan,tour
2018-1076,Tianjin,tour
2018-1077,Nanchang,tour
2018-1079,Bucharest,tour
2018-1080,Nottingham,tour
2018-1081,Zhuhai,tour
2018-1082,Prague,tour
2018-1086,St. Petersburg,tour
2018-1091,Mallorca,tour
2018-1094,Gstaad,tour
2018-1096,Taipei,tour
2018-1097,Budapest,tour
2018-1101,Lugano,tour
2018-1105,Moscow,tour
2018-W-FC-2018-G1-AM-A-M-CHI-COL-01,Fed Cup G1 Rr: Chi Vs Col,tour
2018-W-FC-2018-G1-AM-A-M-PAR-CHI-01,Fed Cup G1 Rr: Par Vs Chi,tour
2018-W-FC-2018-G1-AM-A-M-PAR-COL-01,Fed Cup G1 Rr: Par Vs Col,tour
2018-W-FC-2018-G1-AM-B-M-ARG-BRA-01,Fed Cup G1 Rr: Arg Vs Bra,tour
2018-W-FC-2018-G1-AM-B-M-ARG-GUA-01,Fed Cup G1 Rr: Arg Vs Gua,tour
2018-W-FC-2018-G1-AM-B-M-ARG-VEN-01,Fed Cup G1 Rr: Arg Vs Ven,tour
2018-W-FC-2018-G1-AM-B-M-BRA-GUA-01,Fed Cup G1 Rr: Bra Vs Gua,tour
2018-W-FC-2018-G1-AM-B-M-BRA-VEN-01,Fed Cup G1 Rr: Bra Vs Ven,tour
2018-W-FC-2018-G1-AM-B-M-VEN-GUA-01,Fed Cup G1 Rr: Ven Vs Gua,tour
2018-W-FC-2018-G1-AM-PP3-4-COL-ARG-01,Fed Cup G1 Pm: Col Vs Arg,tour
2018-W-FC-2018-G1-AM-PPO-PAR-BRA-01,Fed Cup G1 Ppo: Par Vs Bra,tour
2018-W-FC-2018-G1-AM-REL-CHI-VEN-01,Fed Cup G1 Rel: Chi Vs Ven,tour
2018-W-FC-2018-G1-AO-A-M-CHN-HKG-01,Fed Cup G1 Rr: Chn Vs Hkg,tour
2018-W-FC-2018-G1-AO-A-M-CHN-IND-01,Fed Cup G1 Rr: Chn Vs Ind,tour
2018-W-FC-2018-G1-AO-A-M-IND-HKG-01,Fed Cup G1 Rr: Ind Vs Hkg,tour
2018-W-FC-2018-G1-AO-A-M-KAZ-CHN-01,Fed Cup G1 Rr: Kaz Vs Chn,tour
2018-W-FC-2018-G1-AO-A-M-KAZ-HKG-01,Fed Cup G1 Rr: Kaz Vs Hkg,tour
2018-W-FC-2018-G1-AO-A-M-KAZ-IND-01,Fed Cup G1 Rr: Kaz Vs Ind,tour
2018-W-FC-2018-G1-AO-B-M-JPN-KOR-01,Fed Cup G1 Rr: Jpn Vs Kor,tour
2018-W-FC-2018-G1-AO-B-M-JPN-THA-01,Fed Cup G1 Rr: Jpn Vs Tha,tour
2018-W-FC-2018-G1-AO-B-M-THA-KOR-01,Fed Cup G1 Rr: Tha Vs Kor,tour
2018-W-FC-2018-G1-AO-B-M-TPE-JPN-01,Fed Cup G1 Rr: Tpe Vs Jpn,tour
2018-W-FC-2018-G1-AO-B-M-TPE-KOR-01,Fed Cup G1 Rr: Tpe Vs Kor,tour
2018-W-FC-2018-G1-AO-B-M-TPE-THA-01,Fed Cup G1 Rr: Tpe Vs Tha,tour
2018-W-FC-2018-G1-AO-PP3-4-CHN-KOR-01,Fed Cup G1 Pm: Chn Vs Kor,tour
2018-W-FC-2018-G1-AO-PPO-KAZ-JPN-01,Fed Cup G1 Ppo: Kaz Vs Jpn,tour
2018-W-FC-2018-G1-AO-REL-IND-TPE-01,Fed Cup G1 Rel: Ind Vs Tpe,tour
2018-W-FC-2018-G1-AO-REL-THA-HKG-01,Fed Cup G1 Rel: Tha Vs Hkg,tour
2018-W-FC-2018-G1-EPA-A-M-GEO-BUL-01,Fed Cup G1 Rr: Geo Vs Bul,tour
2018-W-FC-2018-G1-EPA-A-M-SRB-BUL-01,Fed Cup G1 Rr: Srb Vs Bul,tour
2018-W-FC-2018-G1-EPA-A-M-SRB-GEO-01,Fed Cup G1 Rr: Srb Vs Geo,tour
2018-W-FC-2018-G1-EPA-B-M-EST-POR-01,Fed Cup G1 Rr: Est Vs Por,tour
2018-W-FC-2018-G1-EPA-B-M-GBR-EST-01,Fed Cup G1 Rr: Gbr Vs Est,tour
2018-W-FC-2018-G1-EPA-B-M-GBR-POR-01,Fed Cup G1 Rr: Gbr Vs Por,tour
2018-W-FC-2018-G1-EPA-C-M-CRO-HUN-01,Fed Cup G1 Rr: Cro Vs Hun,tour
2018-W-FC-2018-G1-EPA-C-M-CRO-SLO-01,Fed Cup G1 Rr: Cro Vs Slo,tour
2018-W-FC-2018-G1-EPA-C-M-CRO-SWE-01,Fed Cup G1 Rr: Cro Vs Swe,tour
2018-W-FC-2018-G1-EPA-C-M-HUN-SLO-01,Fed Cup G1 Rr: Hun Vs Slo,tour
2018-W-FC-2018-G1-EPA-C-M-HUN-SWE-01,Fed Cup G1 Rr: Hun Vs Swe,tour
2018-W-FC-2018-G1-EPA-C-M-SLO-SWE-01,Fed Cup G1 Rr: Slo Vs Swe,tour
2018-W-FC-2018-G1-EPA-D-M-AUT-LAT-01,Fed Cup G1 Rr: Aut Vs Lat,tour
2018-W-FC-2018-G1-EPA-D-M-POL-AUT-01,Fed Cup G1 Rr: Pol Vs Aut,tour
2018-W-FC-2018-G1-EPA-D-M-POL-LAT-01,Fed Cup G1 Rr: Pol Vs Lat,tour
2018-W-FC-2018-G1-EPA-D-M-POL-TUR-01,Fed Cup G1 Rr: Pol Vs Tur,tour
2018-W-FC-2018-G1-EPA-D-M-TUR-AUT-01,Fed Cup G1 Rr: Tur Vs Aut,tour
2018-W-FC-2018-G1-EPA-D-M-TUR-LAT-01,Fed Cup G1 Rr: Tur Vs Lat,tour
2018-W-FC-2018-G1-EPA-PP5-8-BUL-POL-01,Fed Cup G1 Pm: Bul Vs Pol,tour
2018-W-FC-2018-G1-EPA-PP5-8-EST-CRO-01,Fed Cup G1 Pm: Est Vs Cro,tour
2018-W-FC-2018-G1-EPA-PPO-GBR-HUN-01,Fed Cup G1 Ppo: Gbr Vs Hun,tour
2018-W-FC-2018-G1-EPA-PPO-SRB-LAT-01,Fed Cup G1 Ppo: Srb Vs Lat,tour
2018-W-FC-2018-G1-EPA-REL-GEO-AUT-01,Fed Cup G1 Rel: Geo Vs Aut,tour
2018-W-FC-2018-G1-EPA-REL-POR-SWE-01,Fed Cup G1 Rel: Por Vs Swe,tour
2018-W-FC-2018-G2-AM-A-A-M-DOM-BAR-01,Fed Cup G2 Rr: Dom Vs Bar,tour
2018-W-FC-2018-G2-AM-A-A-M-MEX-BAR-01,Fed Cup G2 Rr: Mex Vs Bar,tour
2018-W-FC-2018-G2-AM-A-A-M-MEX-DOM-01,Fed Cup G2 Rr: Mex Vs Dom,tour
2018-W-FC-2018-G2-AM-A-B-M-CUB-URU-01,Fed Cup G2 Rr: Cub Vs Uru,tour
2018-W-FC-2018-G2-AM-A-B-M-PER-CUB-01,Fed Cup G2 Rr: Per Vs Cub,tour
2018-W-FC-2018-G2-AM-A-B-M-PER-URU-01,Fed Cup G2 Rr: Per Vs Uru,tour
2018-W-FC-2018-G2-AM-A-PP3-4-DOM-CUB-01,Fed Cup G2 Pm: Dom Vs Cub,tour
2018-W-FC-2018-G2-AM-A-PP5-6-URU-BAR-01,Fed Cup G2 Pm: Uru Vs Bar,tour
2018-W-FC-2018-G2-AM-A-PPO-MEX-PER-01,Fed Cup G2 Ppo: Mex Vs Per,tour
2018-W-FC-2018-G2-AM-B-A-M-CRC-HON-01,Fed Cup G2 Rr: Crc Vs Hon,tour
2018-W-FC-2018-G2-AM-B-A-M-ECU-CRC-01,Fed Cup G2 Rr: Ecu Vs Crc,tour
2018-W-FC-2018-G2-AM-B-A-M-ECU-HON-01,Fed Cup G2 Rr: Ecu Vs Hon,tour
2018-W-FC-2018-G2-AM-B-B-M-BER-BAH-01,Fed Cup G2 Rr: Ber Vs Bah,tour
2018-W-FC-2018-G2-AM-B-B-M-BOL-BAH-01,Fed Cup G2 Rr: Bol Vs Bah,tour
2018-W-FC-2018-G2-AM-B-B-M-BOL-BER-01,Fed Cup G2 Rr: Bol Vs Ber,tour
2018-W-FC-2018-G2-AM-B-B-M-BOL-TTO-01,Fed Cup G2 Rr: Bol Vs Tto,tour
2018-W-FC-2018-G2-AM-B-B-M-TTO-BAH-01,Fed Cup G2 Rr: Tto Vs Bah,tour
2018-W-FC-2018-G2-AM-B-B-M-TTO-BER-01,Fed Cup G2 Rr: Tto Vs Ber,tour
2018-W-FC-2018-G2-AM-B-PP3-4-CRC-BOL-01,Fed Cup G2 Pm: Crc Vs Bol,tour
2018-W-FC-2018-G2-AM-B-PP5-6-HON-TTO-01,Fed Cup G2 Pm: Hon Vs Tto,tour
2018-W-FC-2018-G2-AM-B-PPO-ECU-BAH-01,Fed Cup G2 Ppo: Ecu Vs Bah,tour
2018-W-FC-2018-G2-AO-A-M-NZL-LBN-01,Fed Cup G2 Rr: Nzl Vs Lbn,tour
2018-W-FC-2018-G2-AO-A-M-UZB-LBN-01,Fed Cup G2 Rr: Uzb Vs Lbn,tour
2018-W-FC-2018-G2-AO-A-M-UZB-NZL-01,Fed Cup G2 Rr: Uzb Vs Nzl,tour
2018-W-FC-2018-G2-AO-B-M-PHI-KGZ-01,Fed Cup G2 Rr: Phi Vs Kgz,tour
2018-W-FC-2018-G2-AO-B-M-PHI-SGP-01,Fed Cup G2 Rr: Phi Vs Sgp,tour
2018-W-FC-2018-G2-AO-B-M-SGP-KGZ-01,Fed Cup G2 Rr: Sgp Vs Kgz,tour
2018-W-FC-2018-G2-AO-C-M-MAS-IRI-01,Fed Cup G2 Rr: Mas Vs Iri,tour
2018-W-FC-2018-G2-AO-C-M-MAS-OMA-01,Fed Cup G2 Rr: Mas Vs Oma,tour
2018-W-FC-2018-G2-AO-C-M-MAS-POC-01,Fed Cup G2 Rr: Mas Vs Poc,tour
2018-W-FC-2018-G2-AO-C-M-OMA-IRI-01,Fed Cup G2 Rr: Oma Vs Iri,tour
2018-W-FC-2018-G2-AO-C-M-POC-IRI-01,Fed Cup G2 Rr: Poc Vs Iri,tour
2018-W-FC-2018-G2-AO-C-M-POC-OMA-01,Fed Cup G2 Rr: Poc Vs Oma,tour
2018-W-FC-2018-G2-AO-D-M-BRN-PAK-01,Fed Cup G2 Rr: Brn Vs Pak,tour
2018-W-FC-2018-G2-AO-D-M-INA-BRN-01,Fed Cup G2 Rr: Ina Vs Brn,tour
2018-W-FC-2018-G2-AO-D-M-INA-PAK-01,Fed Cup G2 Rr: Ina Vs Pak,tour
2018-W-FC-2018-G2-AO-D-M-INA-SRI-01,Fed Cup G2 Rr: Ina Vs Sri,tour
2018-W-FC-2018-G2-AO-D-M-SRI-BRN-01,Fed Cup G2 Rr: Sri Vs Brn,tour
2018-W-FC-2018-G2-AO-D-M-SRI-PAK-01,Fed Cup G2 Rr: Sri Vs Pak,tour
2018-W-FC-2018-G2-AO-PP5-8-NZL-PAK-01,Fed Cup G2 Pm: Nzl Vs Pak,tour
2018-W-FC-2018-G2-AO-PP5-8-PHI-OMA-01,Fed Cup G2 Pm: Phi Vs Oma,tour
2018-W-FC-2018-G2-AO-PP9-12-KGZ-MAS-01,Fed Cup G2 Pm: Kgz Vs Mas,tour
2018-W-FC-2018-G2-AO-PP9-12-LBN-SRI-01,Fed Cup G2 Pm: Lbn Vs Sri,tour
2018-W-FC-2018-G2-AO-PPO-SGP-POC-01,Fed Cup G2 Ppo: Sgp Vs Poc,tour
2018-W-FC-2018-G2-AO-PPO-UZB-INA-01,Fed Cup G2 Ppo: Uzb Vs Ina,tour
2018-W-FC-2018-G2-EPA-A-M-DEN-EGY-01,Fed Cup G2 Rr: Den Vs Egy,tour
2018-W-FC-2018-G2-EPA-A-M-DEN-GRE-01,Fed Cup G2 Rr: Den Vs Gre,tour
2018-W-FC-2018-G2-EPA-A-M-EGY-GRE-01,Fed Cup G2 Rr: Egy Vs Gre,tour
2018-W-FC-2018-G2-EPA-B-M-BIH-ISR-01,Fed Cup G2 Rr: Bih Vs Isr,tour
2018-W-FC-2018-G2-EPA-B-M-BIH-LUX-01,Fed Cup G2 Rr: Bih Vs Lux,tour
2018-W-FC-2018-G2-EPA-B-M-LUX-ISR-01,Fed Cup G2 Rr: Lux Vs Isr,tour
2018-W-FC-2018-G2-EPA-B-M-NOR-BIH-01,Fed Cup G2 Rr: Nor Vs Bih,tour
2018-W-FC-2018-G2-EPA-B-M-NOR-ISR-01,Fed Cup G2 Rr: Nor Vs Isr,tour
2018-W-FC-2018-G2-EPA-B-M-NOR-LUX-01,Fed Cup G2 Rr: Nor Vs Lux,tour
2018-W-FC-2018-G2-EPA-PPO-DEN-ISR-01,Fed Cup G2 Ppo: Den Vs Isr,tour
2018-W-FC-2018-G2-EPA-PPO-GRE-LUX-01,Fed Cup G2 Ppo: Gre Vs Lux,tour
2018-W-FC-2018-G2-EPA-REL-EGY-BIH-01,Fed Cup G2 Rel: Egy Vs Bih,tour
2018-W-FC-2018-WG2-M-CAN-ROU-01,Fed Cup Wg2 R1: Can Vs Rou,tour
2018-W-FC-2018-WG2-M-ESP-ITA-01,Fed Cup Wg2 R1: Esp Vs Ita,tour
2018-W-FC-2018-WG2-M-RUS-SVK-01,Fed Cup Wg2 R1: Rus Vs Svk,tour
2018-W-FC-2018-WG2-M-UKR-AUS-01,Fed Cup Wg2 R1: Ukr Vs Aus,tour
2018-W-FC-2018-WG2-PO-ESP-PAR-01,Fed Cup Wg2 R1: Esp Vs Par,tour
2018-W-FC-2018-WG2-PO-GBR-JPN-01,Fed Cup Wg2 R1: Gbr Vs Jpn,tour
2018-W-FC-2018-WG2-PO-RUS-LAT-01,Fed Cup Wg2 R1: Rus Vs Lat,tour
2018-W-FC-2018-WG2-PO-UKR-CAN-01,Fed Cup Wg2 R1: Ukr Vs Can,tour
2018-W-FC-2018-WG-M-BEL-FRA-01,Fed Cup Wg R1: Bel Vs Fra,tour
2018-W-FC-2018-WG-M-BLR-GER-01,Fed Cup Wg R1: Blr Vs Ger,tour
2018-W-FC-2018-WG-M-CZE-SUI-01,Fed Cup Wg R1: Cze Vs Sui,tour
2018-W-FC-2018-WG-M-CZE-USA-01,Fed Cup Wg F: Cze Vs Usa,tour
2018-W-FC-2018-WG-M-FRA-USA-01,Fed Cup Wg Sf: Fra Vs Usa,tour
2018-W-FC-2018-WG-M-GER-CZE-01,Fed Cup Wg Sf: Ger Vs Cze,tour
