tourney_id,alias,source
1999-D051,Davis Cup G2 R1: Hun Vs Gre,tour
1999-D059,Davis Cup G2 R1: Irl Vs Slo,tour
1999-D067,Davis Cup G2 R1: Lat Vs Pol,tour
1999-D071,Davis Cup G2 R1: Mar Vs Yug,tour
1999-D074,Davis Cup G2 R1: Nor Vs Tur,tour
1999-499,Delray Beach,tour
1999-414,Hamburg Masters,tour
1999-416,Rome Masters,tour
1999-615,Dusseldorf,tour
1999-306,St. Poelten,tour
1999-520,Roland Garros,tour
1999-500,Halle,tour
1999-473,Merano,tour
1999-311,Queen'S Club,tour
1999-741,Nottingham,tour
1999-440,S Hertogenbosch,tour
1999-540,Wimbledon,tour
1999-316,Bastad,tour
1999-314,Gstaad,tour
1999-315,Newport,tour
1999-D011,Davis Cup G1 Po: Bah Vs Can,tour
1999-D004,Davis Cup G1 Po: Ven Vs Arg,tour
1999-D031,Davis Cup G2 Po: Crc Vs Dom,tour
1999-D053,Davis Cup G2 Po: Hai Vs Par,tour
1999-D066,Davis Cup G2 Po: Lat Vs Mkd,tour
1999-D081,Davis Cup G2 Po: Slo Vs Sen,tour
1999-D052,Davis Cup G2 Po: Tog Vs Gre,tour
1999-D083,Davis Cup G2 Po: Tur Vs Yug,tour
1999-D030,Davis Cup G2 Qf: Civ Vs Pol,tour
1999-D038,Davis Cup G2 Qf: Den Vs Irl,tour
1999-D021,Davis Cup G2 Qf: Hun Vs Bul,tour
1999-D069,Davis Cup G2 Qf: Nor Vs Mar,tour
1999-D035,Davis Cup G2 Sf: Cub Vs Mex,tour
1999-D076,Davis Cup G2 Sf: Per Vs Uru,tour
1999-D016,Davis Cup Wg Qf: Bel Vs Sui,tour
1999-D020,Davis Cup Wg Qf: Fra Vs Bra,tour
1999-D080,Davis Cup Wg Qf: Rus Vs Svk,tour
1999-D007,Davis Cup Wg Qf: Usa Vs Aus,tour
1999-321,Stuttgart Outdoor,tour
1999-319,Kitzbuhel,tour
1999-423,Los Angeles,tour
1999-439,Umag,tour
1999-317,Amsterdam,tour
1999-421,Canada Masters,tour
1999-422,Cincinnati Masters,tour
1999-475,San Marino,tour
1999-419,Indianapolis,tour
1999-418,Washington,tour
1999-80,Boston,tour
1999-441,Long Island,tour
1999-560,Us Open,tour
1999-620,Bournemouth,tour
1999-573,Mallorca,tour
1999-73,Tashkent,tour
1999-D028,Davis Cup G1 Po: Chn Vs Pak,tour
1999-D001,Davis Cup G1 Po: Cro Vs Por,tour
1999-D002,Davis Cup G1 Po: Ukr Vs Isr,tour
1999-D013,Davis Cup G1 Po: Ven Vs Bah,tour
1999-D073,Davis Cup G2 F: Per Vs Mex,tour
1999-D077,Davis Cup G2 F: Tha Vs Phi,tour
1999-D037,Davis Cup G2 Sf: Hun Vs Den,tour
1999-D070,Davis Cup G2 Sf: Mar Vs Pol,tour
1999-D010,Davis Cup Wg Po: Aut Vs Swe,tour
1999-D041,Davis Cup Wg Po: Ecu Vs Ned,tour
1999-D047,Davis Cup Wg Po: Gbr Vs Rsa,tour
1999-D045,Davis Cup Wg Po: Ita Vs Fin,tour
1999-D043,Davis Cup Wg Po: Nzl Vs Esp,tour
1999-D049,Davis Cup Wg Po: Rou Vs Ger,tour
1999-D036,Davis Cup Wg Po: Uzb Vs Cze,tour
1999-D025,Davis Cup Wg Po: Zim Vs Chi,tour
1999-D006,Davis Cup Wg Sf: Aus Vs Rus,tour
1999-D015,Davis Cup Wg Sf: Fra Vs Bel,tour
1999-773,Bucharest,tour
1999-604,Grand Slam Cup,tour
1999-327,Toulouse,tour
1999-328,Basel,tour
1999-325,Palermo,tour
1999-890,Shanghai,tour
1999-326,Singapore,tour
1999-337,Vienna,tour
1999-375,Lyon,tour
1999-357,Stuttgart Masters,tour
1999-352,Paris Masters,tour
1999-438,Moscow,tour
1999-429,Stockholm,tour
1999-605,Tour Finals,tour
1999-D005,Davis Cup Wg F: Fra Vs Aus,tour
2000-301,Auckland,tour
2000-306,St. Poelten,tour
2000-308,Munich,tour
2000-311,Queen'S Club,tour
2000-314,Gstaad,tour
2000-315,Newport,tour
2000-316,Bastad,tour
2000-317,Amsterdam,tour
2000-319,Kitzbuhel,tour
2000-321,Stuttgart Outdoor,tour
2000-325,Palermo,tour
2000-327,Toulouse,tour
2000-328,Basel,tour
2000-329,Tokyo,tour
2000-336,Hong Kong,tour
2000-337,Vienna,tour
2000-338,Sydney,tour
2000-339,Adelaide,tour
2000-352,Paris Masters,tour
2000-357,Stuttgart Masters,tour
2000-359,Bogota,tour
2000-360,Casablanca,tour
2000-375,Lyon,tour
2000-402,Memphis,tour
2000-403,Miami Masters,tour
2000-404,Indian Wells Masters,tour
2000-407,Rotterdam,tour
2000-408,London,tour
2000-409,Atlanta,tour
2000-410,Monte Carlo Masters,tour
2000-414,Hamburg Masters,tour
2000-416,Rome Masters,tour
2000-418,Washington,tour
2000-419,Indianapolis,tour
2000-421,Canada Masters,tour
2000-422,Cincinnati Masters,tour
2000-423,Los Angeles,tour
2000-424,San Jose,tour
2000-425,Barcelona,tour
2000-429,Stockholm,tour
2000-433,Scottsdale,tour
2000-438,Moscow,tour
2000-439,Umag,tour
2000-440,S Hertogenbosch,tour
2000-441,Long Island,tour
2000-451,Doha,tour
2000-468,Estoril,tour
2000-475,San Marino,tour
2000-481,Copenhagen,tour
2000-495,Dubai,tour
2000-496,Marseille,tour
2000-499,Delray Beach,tour
2000-500,Halle,tour
2000-505,Santiago,tour
2000-520,Roland Garros,tour
2000-540,Wimbledon,tour
2000-560,Us Open,tour
2000-568,St. Petersburg,tour
2000-573,Mallorca,tour
2000-580,Australian Open,tour
2000-605,Masters Cup,tour
2000-615,Dusseldorf,tour
2000-620,Brighton,tour
2000-717,Orlando,tour
2000-73,Tashkent,tour
2000-741,Nottingham,tour
2000-773,Bucharest,tour
2000-807,Mexico City,tour
2000-890,Shanghai,tour
2000-891,Chennai,tour
2000-96,Sydney Olympics,tour
2000-D001,Davis Cup Wg Qf: Usa Vs Cze,tour
2000-D002,Davis Cup Wg Qf: Esp Vs Rus,tour
2000-D003,Davis Cup Wg Qf: Bra Vs Svk,tour
2000-D004,Davis Cup Wg Qf: Aus Vs Ger,tour
2000-D005,Davis Cup G2 Sf: Ven Vs Par,tour
2000-D006,Davis Cup G2 Sf: Gua Vs Mex,tour
2000-D007,Davis Cup G1 Sf: Chi Vs Arg,tour
2000-D008,Davis Cup G1 Sf: Per Vs Ecu,tour
2000-D009,Davis Cup G1 Sf: Uzb Vs Nzl,tour
2000-D010,Davis Cup G1 Sf: Ind Vs Kor,tour
2000-D011,Davis Cup G1 Qf: Fin Vs Swe,tour
2000-D012,Davis Cup G1 Qf: Rou Vs Hun,tour
2000-D013,Davis Cup G1 Qf: Blr Vs Rsa,tour
2000-D014,Davis Cup G1 Qf: Mar Vs Ukr,tour
2000-D015,Davis Cup Wg Sf: Esp Vs Usa,tour
2000-D016,Davis Cup Wg Sf: Aus Vs Bra,tour
2000-D017,Davis Cup G1 Po: Chn Vs Tha,tour
2000-D018,Davis Cup G1 Po: Jpn Vs Lib,tour
2000-D019,Davis Cup G1 Po: Lib Vs Chn,tour
2000-D020,Davis Cup G2 Po: Uru Vs Esa,tour
2000-D021,Davis Cup G2 Po: Crc Vs Cub,tour
2000-D022,Davis Cup G2 Sf: Tpe Vs Pak,tour
2000-D023,Davis Cup G2 Sf: Mas Vs Ina,tour
2000-D024,Davis Cup G1 Po: Can Vs Arg,tour
2000-D025,Davis Cup G1 Po: Bah Vs Col,tour
2000-D026,Davis Cup G1 Po: Col Vs Arg,tour
2000-D027,Davis Cup G2 F: Mex Vs Ven,tour
2000-D028,Davis Cup G2 F: Ina Vs Tpe,tour
2000-D029,Davis Cup G2 Po: Hkg Vs Kaz,tour
2000-D030,Davis Cup G2 Po: Phi Vs Iri,tour
2000-D031,Davis Cup G2 R1: Lat Vs Cro,tour
2000-D032,Davis Cup G2 R1: Lux Vs Irl,tour
2000-D033,Davis Cup G2 R1: Tur Vs Den,tour
2000-D034,Davis Cup G2 R1: Ltu Vs Civ,tour
2000-D035,Davis Cup G2 R1: Egy Vs Slo,tour
2000-D036,Davis Cup G2 R1: Pol Vs Est,tour
2000-D037,Davis Cup G2 R1: Bul Vs Gre,tour
2000-D038,Davis Cup G2 R1: Nor Vs Isr,tour
2000-D039,Davis Cup G2 Qf: Irl Vs Cro,tour
2000-D040,Davis Cup G2 Qf: Den Vs Civ,tour
2000-D041,Davis Cup G2 Qf: Pol Vs Slo,tour
2000-D042,Davis Cup G2 Qf: Gre Vs Nor,tour
2000-D043,Davis Cup G2 Sf: Cro Vs Civ,tour
2000-D044,Davis Cup G2 Sf: Gre Vs Slo,tour
2000-D045,Davis Cup G2 Po: Lux Vs Lat,tour
2000-D046,Davis Cup G2 Po: Tur Vs Ltu,tour
2000-D047,Davis Cup G2 Po: Est Vs Egy,tour
2000-D048,Davis Cup G2 Po: Bul Vs Isr,tour
2000-D049,Davis Cup Wg F: Esp Vs Aus,tour
2000-D050,Davis Cup Wg Po: Fra Vs Aut,tour
2000-D051,Davis Cup Wg Po: Gbr Vs Ecu,tour
2000-D052,Davis Cup Wg Po: Ita Vs Bel,tour
2000-D054,Davis Cup Wg Po: Uzb Vs Ned,tour
2000-D055,Davis Cup Wg Po: Swe Vs Ind,tour
2000-D056,Davis Cup Wg Po: Sui Vs Blr,tour
2000-D057,Davis Cup Wg Po: Zim Vs Rou,tour
2000-D058,Davis Cup G1 Po: Fin Vs Hun,tour
2000-D059,Davis Cup G1 Po: Por Vs Rsa,tour
2000-D060,Davis Cup Wg R1: Sui Vs Aus,tour
2000-D061,Davis Cup Wg R1: Svk Vs Aut,tour
2000-D062,Davis Cup G1 Qf: Per Vs Bah,tour
2000-D063,Davis Cup Wg R1: Rus Vs Bel,tour
2000-D064,Davis Cup Wg R1: Bra Vs Fra,tour
2000-D065,Davis Cup G1 Qf: Chi Vs Can,tour
2000-D066,Davis Cup G1 Qf: Chn Vs Uzb,tour
2000-D067,Davis Cup G1 Qf: Col Vs Ecu,tour
2000-D068,Davis Cup G2 Qf: Crc Vs Mex,tour
2000-D069,Davis Cup G2 Qf: Gua Vs Cub,tour
2000-D070,Davis Cup Wg R1: Cze Vs Gbr,tour
2000-D071,Davis Cup G2 Qf: Esa Vs Par,tour
2000-D072,Davis Cup Wg R1: Esp Vs Ita,tour
2000-D073,Davis Cup Wg R1: Ger Vs Ned,tour
2000-D074,Davis Cup G2 Qf: Hkg Vs Pak,tour
2000-D075,Davis Cup G2 Qf: Phi Vs Ina,tour
2000-D076,Davis Cup G1 Qf: Ind Vs Lib,tour
2000-D077,Davis Cup G2 Qf: Mas Vs Iri,tour
2000-D078,Davis Cup G1 Qf: Jpn Vs Kor,tour
2000-D079,Davis Cup G2 Qf: Kaz Vs Tpe,tour
2000-D080,Davis Cup G1 Qf: Nzl Vs Tha,tour
2000-D081,Davis Cup G1 R1: Ukr Vs Por,tour
2000-D082,Davis Cup G2 Qf: Ven Vs Uru,tour
2000-D083,Davis Cup Wg R1: Zim Vs Usa,tour
2001-301,Auckland,tour
2001-306,St. Poelten,tour
2001-308,Munich,tour
2001-311,Queen'S Club,tour
2001-314,Gstaad,tour
2001-315,Newport,tour
2001-316,Bastad,tour
2001-317,Amsterdam,tour
2001-319,Kitzbuhel,tour
2001-321,Stuttgart,tour
2001-325,Palermo,tour
2001-328,Basel,tour
2001-329,Tokyo,tour
2001-336,Hong Kong,tour
2001-337,Vienna,tour
2001-338,Sydney,tour
2001-339,Adelaide,tour
2001-352,Paris Masters,tour
2001-357,Stuttgart Masters,tour
2001-359,Bogota,tour
2001-360,Casablanca,tour
2001-375,Lyon,tour
2001-402,Memphis,tour
2001-403,Miami Masters,tour
2001-404,Indian Wells Masters,tour
2001-407,Rotterdam,tour
2001-408,Milan,tour
2001-409,Atlanta,tour
2001-410,Monte Carlo Masters,tour
2001-414,Hamburg Masters,tour
2001-416,Rome Masters,tour
2001-418,Washington,tour
2001-419,Indianapolis,tour
2001-421,Canada Masters,tour
2001-422,Cincinnati Masters,tour
2001-423,Los Angeles,tour
2001-424,San Jose,tour
2001-425,Barcelona,tour
2001-429,Stockholm,tour
2001-433,Scottsdale,tour
2001-438,Moscow,tour
2001-439,Umag,tour
2001-440,S Hertogenbosch,tour
2001-441,Long Island,tour
2001-451,Doha,tour
2001-468,Estoril,tour
2001-475,Sopot,tour
2001-481,Copenhagen,tour
2001-495,Dubai,tour
2001-496,Marseille,tour
2001-499,Delray Beach,tour
2001-500,Halle,tour
2001-505,Vina Del Mar,tour
2001-506,Buenos Aires,tour
2001-520,Roland Garros,tour
2001-533,Costa Do Sauipe,tour
2001-540,Wimbledon,tour
2001-560,Us Open,tour
2001-568,St. Petersburg,tour
2001-573,Mallorca,tour
2001-580,Australian Open,tour
2001-605,Masters Cup,tour
2001-615,Dusseldorf,tour
2001-717,Houston,tour
2001-73,Tashkent,tour
2001-741,Nottingham,tour
2001-773,Bucharest,tour
2001-807,Acapulco,tour
2001-890,Shanghai,tour
2001-891,Chennai,tour
2001-D001,Davis Cup Wg R1: Aus Vs Ecu,tour
2001-D002,Davis Cup Wg R1: Bra Vs Mar,tour
2001-D003,Davis Cup Wg R1: Swe Vs Cze,tour
2001-D004,Davis Cup Wg R1: Svk Vs Rus,tour
2001-D005,Davis Cup Wg R1: Bel Vs Fra,tour
2001-D006,Davis Cup Wg R1: Sui Vs Usa,tour
2001-D007,Davis Cup Wg R1: Ger Vs Rou,tour
2001-D008,Davis Cup Wg R1: Ned Vs Esp,tour
2001-D009,Davis Cup G1 R1: Por Vs Ukr,tour
2001-D010,Davis Cup G1 R1: Fin Vs Slo,tour
2001-D011,Davis Cup G1 Qf: Arg Vs Mex,tour
2001-D012,Davis Cup G1 Qf: Bah Vs Per,tour
2001-D013,Davis Cup G1 Qf: Ina Vs Uzb,tour
2001-D014,Davis Cup G1 Qf: Kor Vs Nzl,tour
2001-D015,Davis Cup G1 Qf: Jpn Vs Tha,tour
2001-D016,Davis Cup G1 Qf: Chn Vs Ind,tour
2001-D017,Davis Cup G2 R1: Hun Vs Mon,tour
2001-D018,Davis Cup G2 R1: Irl Vs Den,tour
2001-D019,Davis Cup G2 R1: Tur Vs Gre,tour
2001-D020,Davis Cup G2 R1: Mda Vs Arm,tour
2001-D021,Davis Cup G2 R1: Est Vs Nor,tour
2001-D022,Davis Cup G2 R1: Lux Vs Civ,tour
2001-D023,Davis Cup G2 R1: Pol Vs Isr,tour
2001-D024,Davis Cup G2 R1: Rsa Vs Yug,tour
2001-D025,Davis Cup G2 Qf: Uru Vs Col,tour
2001-D026,Davis Cup G2 Qf: Crc Vs Aho,tour
2001-D027,Davis Cup G2 Qf: Gua Vs Dom,tour
2001-D028,Davis Cup G2 Qf: Par Vs Ven,tour
2001-D029,Davis Cup G2 Qf: Kuw Vs Lib,tour
2001-D030,Davis Cup G2 Qf: Hkg Vs Iri,tour
2001-D031,Davis Cup G2 Qf: Syr Vs Mas,tour
2001-D032,Davis Cup G2 Qf: Tpe Vs Pak,tour
2001-D033,Davis Cup G1 Sf: Arg Vs Can,tour
2001-D034,Davis Cup G1 Sf: Bah Vs Chi,tour
2001-D035,Davis Cup G1 Qf: Gbr Vs Por,tour
2001-D036,Davis Cup G1 Qf: Cro Vs Aut,tour
2001-D037,Davis Cup G1 Qf: Blr Vs Zim,tour
2001-D038,Davis Cup G1 Qf: Fin Vs Ita,tour
2001-D039,Davis Cup G2 Sf: Uru Vs Aho,tour
2001-D040,Davis Cup G2 Sf: Gua Vs Ven,tour
2001-D041,Davis Cup G2 Sf: Lib Vs Hkg,tour
2001-D042,Davis Cup G2 Sf: Mas Vs Tpe,tour
2001-D043,Davis Cup G1 Sf: Nzl Vs Uzb,tour
2001-D044,Davis Cup G1 Sf: Jpn Vs Ind,tour
2001-D045,Davis Cup G1 Po: Kor Vs Ina,tour
2001-D046,Davis Cup G1 Po: Tha Vs Chn,tour
2001-D047,Davis Cup G2 Po: Col Vs Crc,tour
2001-D048,Davis Cup G2 Po: Par Vs Dom,tour
2001-D049,Davis Cup G2 Po: Kuw Vs Iri,tour
2001-D050,Davis Cup G2 Po: Syr Vs Pak,tour
2001-D051,Davis Cup Wg Qf: Bra Vs Aus,tour
2001-D052,Davis Cup Wg Qf: Swe Vs Rus,tour
2001-D053,Davis Cup Wg Qf: Sui Vs Fra,tour
2001-D054,Davis Cup Wg Qf: Ned Vs Ger,tour
2001-D055,Davis Cup G2 Qf: Den Vs Hun,tour
2001-D056,Davis Cup G2 Qf: Gre Vs Arm,tour
2001-D057,Davis Cup G2 Qf: Lux Vs Nor,tour
2001-D058,Davis Cup G2 Qf: Isr Vs Rsa,tour
2001-D059,Davis Cup G2 Po: Mon Vs Irl,tour
2001-D060,Davis Cup G2 Po: Mda Vs Tur,tour
2001-D061,Davis Cup G2 Po: Civ Vs Est,tour
2001-D062,Davis Cup G2 Po: Yug Vs Pol,tour
2001-D063,Davis Cup G2 F: Uru Vs Ven,tour
2001-D064,Davis Cup G1 Po: Mex Vs Can,tour
2001-D065,Davis Cup G1 Po: Mex Vs Per,tour
2001-D066,Davis Cup G2 Sf: Gre Vs Den,tour
2001-D067,Davis Cup G2 Sf: Lux Vs Isr,tour
2001-D068,Davis Cup Wg Sf: Aus Vs Swe,tour
2001-D069,Davis Cup Wg Sf: Ned Vs Fra,tour
2001-D070,Davis Cup Wg Po: Arg Vs Blr,tour
2001-D071,Davis Cup Wg Po: Bel Vs Mar,tour
2001-D072,Davis Cup Wg Po: Cze Vs Rou,tour
2001-D073,Davis Cup Wg Po: Ecu Vs Gbr,tour
2001-D074,Davis Cup Wg Po: Ita Vs Cro,tour
2001-D075,Davis Cup Wg Po: Svk Vs Chi,tour
2001-D076,Davis Cup Wg Po: Esp Vs Uzb,tour
2001-D077,Davis Cup G1 Po: Ina Vs Chn,tour
2001-D079,Davis Cup Wg F: Aus Vs Fra,tour
2001-D080,Davis Cup G1 Po: Aut Vs Ukr,tour
2001-D081,Davis Cup G1 Po: Zim Vs Slo,tour
2002-1536,Madrid Masters,tour
2002-301,Auckland,tour
2002-306,St. Poelten,tour
2002-308,Munich,tour
2002-311,Queen'S Club,tour
2002-314,Gstaad,tour
2002-315,Newport,tour
2002-316,Bastad,tour
2002-317,Amersfoort,tour
2002-319,Kitzbuhel,tour
2002-321,Stuttgart,tour
2002-325,Palermo,tour
2002-328,Basel,tour
2002-329,Tokyo,tour
2002-336,Hong Kong,tour
2002-337,Vienna,tour
2002-338,Sydney,tour
2002-339,Adelaide,tour
2002-352,Paris Masters,tour
2002-360,Casablanca,tour
2002-375,Lyon,tour
2002-402,Memphis,tour
2002-403,Miami Masters,tour
2002-404,Indian Wells Masters,tour
2002-407,Rotterdam,tour
2002-408,Milan,tour
2002-410,Monte Carlo Masters,tour
2002-414,Hamburg Masters,tour
2002-416,Rome Masters,tour
2002-418,Washington,tour
2002-419,Indianapolis,tour
2002-421,Canada Masters,tour
2002-422,Cincinnati Masters,tour
2002-423,Los Angeles,tour
2002-424,San Jose,tour
2002-425,Barcelona,tour
2002-429,Stockholm,tour
2002-433,Scottsdale,tour
2002-438,Moscow,tour
2002-439,Umag,tour
2002-440,S Hertogenbosch,tour
2002-441,Long Island,tour
2002-451,Doha,tour
2002-468,Estoril,tour
2002-475,Sopot,tour
2002-481,Copenhagen,tour
2002-495,Dubai,tour
2002-496,Marseille,tour
2002-499,Delray Beach,tour
2002-500,Halle,tour
2002-505,Vina Del Mar,tour
2002-506,Buenos Aires,tour
2002-520,Roland Garros,tour
2002-533,Costa Do Sauipe,tour
2002-540,Wimbledon,tour
2002-560,Us Open,tour
2002-568,St. Petersburg,tour
2002-573,Mallorca,tour
2002-580,Australian Open,tour
2002-605,Masters Cup,tour
2002-615,Dusseldorf,tour
2002-717,Houston,tour
2002-73,Tashkent,tour
2002-741,Nottingham,tour
2002-773,Bucharest,tour
2002-807,Acapulco,tour
2002-891,Chennai,tour
2002-D001,Davis Cup Wg R1: Fra Vs Ned,tour
2002-D002,Davis Cup Wg R1: Cze Vs Bra,tour
2002-D003,Davis Cup Wg R1: Esp Vs Mar,tour
2002-D004,Davis Cup Wg R1: Usa Vs Svk,tour
2002-D005,Davis Cup Wg R1: Rus Vs Sui,tour
2002-D006,Davis Cup Wg R1: Gbr Vs Swe,tour
2002-D007,Davis Cup Wg R1: Cro Vs Ger,tour
2002-D008,Davis Cup Wg R1: Arg Vs Aus,tour
2002-D009,Davis Cup G1 R1: Zim Vs Por,tour
2002-D010,Davis Cup G1 R1: Aut Vs Isr,tour
2002-D011,Davis Cup G2 R1: Ukr Vs Bul,tour
2002-D012,Davis Cup G2 R1: Lat Vs Civ,tour
2002-D013,Davis Cup G2 R1: Mda Vs Den,tour
2002-D014,Davis Cup G2 R1: Nor Vs Egy,tour
2002-D015,Davis Cup G2 R1: Yug Vs Rsa,tour
2002-D016,Davis Cup G2 R1: Lux Vs Hun,tour
2002-D017,Davis Cup G2 R1: Arm Vs Irl,tour
2002-D018,Davis Cup G2 R1: Slo Vs Gha,tour
2002-D019,Davis Cup G1 Qf: Tha Vs Uzb,tour
2002-D020,Davis Cup G1 Qf: Kor Vs Jpn,tour
2002-D021,Davis Cup G1 Qf: Nzl Vs Ina,tour
2002-D022,Davis Cup G1 Qf: Lib Vs Ind,tour
2002-D023,Davis Cup G2 Qf: Chn Vs Kuw,tour
2002-D024,Davis Cup G2 Qf: Kaz Vs Phi,tour
2002-D025,Davis Cup G2 Qf: Mas Vs Pak,tour
2002-D026,Davis Cup G2 Qf: Hkg Vs Tpe,tour
2002-D027,Davis Cup G1 Qf: Bah Vs Ven,tour
2002-D028,Davis Cup G1 Qf: Can Vs Mex,tour
2002-D029,Davis Cup G2 Qf: Gua Vs Per,tour
2002-D030,Davis Cup G2 Qf: Par Vs Aho,tour
2002-D031,Davis Cup G2 Qf: Col Vs Cub,tour
2002-D032,Davis Cup G2 Qf: Tri Vs Uru,tour
2002-D033,Davis Cup G2 Sf: Chn Vs Kaz,tour
2002-D034,Davis Cup G2 Sf: Pak Vs Tpe,tour
2002-D035,Davis Cup G1 Sf: Tha Vs Jpn,tour
2002-D036,Davis Cup G1 Sf: Nzl Vs Ind,tour
2002-D037,Davis Cup G1 Qf: Ita Vs Fin,tour
2002-D038,Davis Cup G1 Qf: Zim Vs Blr,tour
2002-D039,Davis Cup G1 Qf: Rou Vs Aut,tour
2002-D040,Davis Cup G1 Qf: Bel Vs Gre,tour
2002-D041,Davis Cup Wg Qf: Fra Vs Cze,tour
2002-D042,Davis Cup Wg Qf: Usa Vs Esp,tour
2002-D043,Davis Cup Wg Qf: Rus Vs Swe,tour
2002-D044,Davis Cup Wg Qf: Arg Vs Cro,tour
2002-D045,Davis Cup G1 Sf: Ven Vs Ecu,tour
2002-D046,Davis Cup G1 Sf: Can Vs Chi,tour
2002-D047,Davis Cup G2 Sf: Par Vs Per,tour
2002-D048,Davis Cup G2 Sf: Col Vs Uru,tour
2002-D049,Davis Cup G2 Po: Gua Vs Aho,tour
2002-D050,Davis Cup G2 Po: Cub Vs Tri,tour
2002-D051,Davis Cup G2 Po: Phi Vs Kuw,tour
2002-D052,Davis Cup G2 Po: Hkg Vs Mas,tour
2002-D053,Davis Cup G1 Po: Uzb Vs Kor,tour
2002-D054,Davis Cup G1 Po: Ina Vs Lib,tour
2002-D055,Davis Cup G2 F: Pak Vs Chn,tour
2002-D056,Davis Cup G2 F: Uru Vs Per,tour
2002-D057,Davis Cup Wg Sf: Fra Vs Usa,tour
2002-D058,Davis Cup Wg Sf: Rus Vs Arg,tour
2002-D059,Davis Cup G1 Po: Lib Vs Kor,tour
2002-D060,Davis Cup Wg Po: Aus Vs Ind,tour
2002-D061,Davis Cup Wg Po: Zim Vs Bel,tour
2002-D062,Davis Cup Wg Po: Bra Vs Can,tour
2002-D063,Davis Cup Wg Po: Ger Vs Ven,tour
2002-D064,Davis Cup Wg Po: Gbr Vs Tha,tour
2002-D065,Davis Cup Wg Po: Fin Vs Ned,tour
2002-D066,Davis Cup Wg Po: Svk Vs Rou,tour
2002-D067,Davis Cup Wg Po: Mar Vs Sui,tour
2002-D068,Davis Cup G2 Qf: Civ Vs Bul,tour
2002-D069,Davis Cup G2 Qf: Den Vs Nor,tour
2002-D070,Davis Cup G2 Qf: Lux Vs Yug,tour
2002-D071,Davis Cup G2 Qf: Slo Vs Irl,tour
2002-D072,Davis Cup G1 Po: Blr Vs Por,tour
2002-D073,Davis Cup G1 Po: Ecu Vs Bah,tour
2002-D074,Davis Cup G1 Po: Mex Vs Chi,tour
2002-D075,Davis Cup G2 Po: Lat Vs Ukr,tour
2002-D076,Davis Cup G2 Po: Egy Vs Mda,tour
2002-D077,Davis Cup G2 Po: Rsa Vs Hun,tour
2002-D078,Davis Cup G2 Po: Gha Vs Arm,tour
2002-D079,Davis Cup G1 Po: Bah Vs Mex,tour
2002-D080,Davis Cup G2 Sf: Nor Vs Civ,tour
2002-D081,Davis Cup G2 Sf: Lux Vs Slo,tour
2002-D082,Davis Cup G1 Po: Ita Vs Por,tour
2002-D083,Davis Cup G1 Po: Isr Vs Gre,tour
2002-D084,Davis Cup Wg F: Fra Vs Rus,tour
2003-1536,Madrid Masters,tour
2003-1720,Bangkok,tour
2003-301,Auckland,tour
2003-306,St. Poelten,tour
2003-308,Munich,tour
2003-311,Queen'S Club,tour
2003-314,Gstaad,tour
2003-315,Newport,tour
2003-316,Bastad,tour
2003-317,Amersfoort,tour
2003-319,Kitzbuhel,tour
2003-321,Stuttgart,tour
2003-325,Palermo,tour
2003-328,Basel,tour
2003-329,Tokyo,tour
2003-337,Vienna,tour
2003-338,Sydney,tour
2003-339,Adelaide,tour
2003-341,Metz,tour
2003-352,Paris Masters,tour
2003-360,Casablanca,tour
2003-375,Lyon,tour
2003-402,Memphis,tour
2003-403,Miami Masters,tour
2003-404,Indian Wells Masters,tour
2003-407,Rotterdam,tour
2003-408,Milan,tour
2003-410,Monte Carlo Masters,tour
2003-414,Hamburg Masters,tour
2003-416,Rome Masters,tour
2003-418,Washington,tour
2003-419,Indianapolis,tour
2003-421,Canada Masters,tour
2003-422,Cincinnati Masters,tour
2003-423,Los Angeles,tour
2003-424,San Jose,tour
2003-425,Barcelona,tour
2003-429,Stockholm,tour
2003-433,Scottsdale,tour
2003-438,Moscow,tour
2003-439,Umag,tour
2003-440,S Hertogenbosch,tour
2003-441,Long Island,tour
2003-451,Doha,tour
2003-468,Estoril,tour
2003-475,Sopot,tour
2003-481,Copenhagen,tour
2003-495,Dubai,tour
2003-496,Marseille,tour
2003-499,Delray Beach,tour
2003-500,Halle,tour
2003-505,Vina Del Mar,tour
2003-506,Buenos Aires,tour
2003-520,Roland Garros,tour
2003-533,Costa Do Sauipe,tour
2003-540,Wimbledon,tour
2003-560,Us Open,tour
2003-568,St. Petersburg,tour
2003-573,Valencia,tour
2003-580,Australian Open,tour
2003-605,Masters Cup,tour
2003-615,Dusseldorf,tour
2003-717,Houston,tour
2003-741,Nottingham,tour
2003-773,Bucharest,tour
2003-807,Acapulco,tour
2003-890,Shanghai,tour
2003-891,Chennai,tour
2003-D001,Davis Cup Wg R1: Rou Vs Fra,tour
2003-D002,Davis Cup Wg R1: Ned Vs Sui,tour
2003-D003,Davis Cup Wg R1: Aus Vs Gbr,tour
2003-D004,Davis Cup Wg R1: Swe Vs Bra,tour
2003-D005,Davis Cup Wg R1: Cro Vs Usa,tour
2003-D006,Davis Cup Wg R1: Esp Vs Bel,tour
2003-D007,Davis Cup Wg R1: Arg Vs Ger,tour
2003-D008,Davis Cup Wg R1: Cze Vs Rus,tour
2003-D009,Davis Cup G1 R1: Ecu Vs Chi,tour
2003-D010,Davis Cup G1 R1: Per Vs Bah,tour
