player_canonical_id,source,source_id
c65f37b2cb1ae26c,atp,141466
c65f37b2cb1ae26c,atp,212731
c65f37b2cb1ae26c,atp,139467
c65f37b2cb1ae26c,atp,141267
c65f37b2cb1ae26c,atp,140399
c65f37b2cb1ae26c,atp,140865
c65f37b2cb1ae26c,atp,140096
c65f37b2cb1ae26c,atp,141166
c65f37b2cb1ae26c,atp,141172
c65f37b2cb1ae26c,atp,140066
c65f37b2cb1ae26c,atp,140068
c65f37b2cb1ae26c,atp,140163
c65f37b2cb1ae26c,atp,139385
c65f37b2cb1ae26c,atp,139740
c65f37b2cb1ae26c,atp,140866
c65f37b2cb1ae26c,atp,140868
c65f37b2cb1ae26c,atp,140889
c65f37b2cb1ae26c,atp,140890
c65f37b2cb1ae26c,atp,140891
c65f37b2cb1ae26c,atp,140895
c65f37b2cb1ae26c,atp,139466
c65f37b2cb1ae26c,atp,139472
c65f37b2cb1ae26c,atp,139482
c65f37b2cb1ae26c,atp,139976
c65f37b2cb1ae26c,atp,139979
c65f37b2cb1ae26c,atp,140136
c65f37b2cb1ae26c,atp,140137
c65f37b2cb1ae26c,atp,141456
c65f37b2cb1ae26c,atp,141459
c65f37b2cb1ae26c,atp,141460
c65f37b2cb1ae26c,atp,139380
c65f37b2cb1ae26c,atp,140569
c65f37b2cb1ae26c,atp,140571
c65f37b2cb1ae26c,atp,140573
c65f37b2cb1ae26c,atp,140112
c65f37b2cb1ae26c,atp,139988
c65f37b2cb1ae26c,atp,140823
c65f37b2cb1ae26c,atp,140842
c65f37b2cb1ae26c,atp,140463
c65f37b2cb1ae26c,atp,140800
c65f37b2cb1ae26c,atp,141083
c65f37b2cb1ae26c,atp,139831
c65f37b2cb1ae26c,atp,212690
c65f37b2cb1ae26c,atp,212691
c65f37b2cb1ae26c,atp,212692
c65f37b2cb1ae26c,atp,212693
c65f37b2cb1ae26c,atp,212694
c65f37b2cb1ae26c,atp,212695
c65f37b2cb1ae26c,atp,116971
c65f37b2cb1ae26c,atp,150882
c65f37b2cb1ae26c,atp,150986
c65f37b2cb1ae26c,atp,145680
c65f37b2cb1ae26c,atp,151093
c65f37b2cb1ae26c,atp,151316
c65f37b2cb1ae26c,atp,151733
c65f37b2cb1ae26c,atp,146298
c65f37b2cb1ae26c,atp,146107
c65f37b2cb1ae26c,atp,145441
c65f37b2cb1ae26c,atp,204608
c65f37b2cb1ae26c,atp,152006
c65f37b2cb1ae26c,atp,151280
c65f37b2cb1ae26c,atp,202778
c65f37b2cb1ae26c,atp,211227
c65f37b2cb1ae26c,atp,148592
c65f37b2cb1ae26c,atp,117218
c65f37b2cb1ae26c,atp,201325
c65f37b2cb1ae26c,atp,149433
c65f37b2cb1ae26c,atp,151396
c65f37b2cb1ae26c,atp,149878
c65f37b2cb1ae26c,atp,150917
c65f37b2cb1ae26c,atp,152035
c65f37b2cb1ae26c,atp,151605
c65f37b2cb1ae26c,atp,152104
c65f37b2cb1ae26c,atp,115357
c65f37b2cb1ae26c,atp,146260
c65f37b2cb1ae26c,atp,150174
c65f37b2cb1ae26c,atp,112005
c65f37b2cb1ae26c,atp,149166
c65f37b2cb1ae26c,atp,106434
c65f37b2cb1ae26c,atp,152030
c65f37b2cb1ae26c,atp,211226
c65f37b2cb1ae26c,atp,112136
c65f37b2cb1ae26c,atp,113299
c65f37b2cb1ae26c,atp,145657
c65f37b2cb1ae26c,atp,113206
c65f37b2cb1ae26c,atp,148742
c65f37b2cb1ae26c,atp,149583
c65f37b2cb1ae26c,atp,149468
c65f37b2cb1ae26c,atp,211212
c65f37b2cb1ae26c,atp,152130
c65f37b2cb1ae26c,atp,149498
c65f37b2cb1ae26c,atp,114355
c65f37b2cb1ae26c,atp,211276
c65f37b2cb1ae26c,atp,149732
c65f37b2cb1ae26c,atp,145674
c65f37b2cb1ae26c,atp,148720
c65f37b2cb1ae26c,atp,111992
c65f37b2cb1ae26c,atp,151903
c65f37b2cb1ae26c,atp,150362
c65f37b2cb1ae26c,atp,151114
c65f37b2cb1ae26c,atp,151939
c65f37b2cb1ae26c,atp,152017
c65f37b2cb1ae26c,atp,150896
c65f37b2cb1ae26c,atp,150163
c65f37b2cb1ae26c,atp,151621
c65f37b2cb1ae26c,atp,151820
c65f37b2cb1ae26c,atp,146832
c65f37b2cb1ae26c,atp,146216
c65f37b2cb1ae26c,atp,117196
c65f37b2cb1ae26c,atp,202979
c65f37b2cb1ae26c,atp,202748
c65f37b2cb1ae26c,atp,111993
c65f37b2cb1ae26c,atp,112048
c65f37b2cb1ae26c,atp,112125
c65f37b2cb1ae26c,atp,112739
c65f37b2cb1ae26c,atp,211282
c65f37b2cb1ae26c,atp,148958
c65f37b2cb1ae26c,atp,113363
c65f37b2cb1ae26c,atp,116487
c65f37b2cb1ae26c,atp,146934
c65f37b2cb1ae26c,atp,112018
c65f37b2cb1ae26c,atp,151076
c65f37b2cb1ae26c,atp,202675
c65f37b2cb1ae26c,atp,146063
c65f37b2cb1ae26c,atp,150979
c65f37b2cb1ae26c,atp,151499
c65f37b2cb1ae26c,atp,211953
c65f37b2cb1ae26c,atp,116210
c65f37b2cb1ae26c,atp,149501
c65f37b2cb1ae26c,atp,146258
c65f37b2cb1ae26c,atp,152113
c65f37b2cb1ae26c,atp,149875
c65f37b2cb1ae26c,atp,145251
c65f37b2cb1ae26c,atp,149888
c65f37b2cb1ae26c,atp,146858
c65f37b2cb1ae26c,atp,149844
c65f37b2cb1ae26c,atp,211955
c65f37b2cb1ae26c,atp,209548
c65f37b2cb1ae26c,atp,149167
c65f37b2cb1ae26c,atp,151203
c65f37b2cb1ae26c,atp,211380
c65f37b2cb1ae26c,atp,147916
c65f37b2cb1ae26c,atp,116038
c65f37b2cb1ae26c,atp,149723
c65f37b2cb1ae26c,atp,146137
c65f37b2cb1ae26c,atp,145242
c65f37b2cb1ae26c,atp,109866
c65f37b2cb1ae26c,atp,147393
c65f37b2cb1ae26c,atp,151970
c65f37b2cb1ae26c,atp,148643
c65f37b2cb1ae26c,atp,152147
c65f37b2cb1ae26c,atp,112132
c65f37b2cb1ae26c,atp,146292
c65f37b2cb1ae26c,atp,152246
c65f37b2cb1ae26c,atp,116190
c65f37b2cb1ae26c,atp,115929
c65f37b2cb1ae26c,atp,149975
c65f37b2cb1ae26c,atp,149968
c65f37b2cb1ae26c,atp,150615
c65f37b2cb1ae26c,atp,150281
c65f37b2cb1ae26c,atp,152001
c65f37b2cb1ae26c,atp,150492
c65f37b2cb1ae26c,atp,110422
c65f37b2cb1ae26c,atp,112881
c65f37b2cb1ae26c,atp,106435
c65f37b2cb1ae26c,atp,146476
c65f37b2cb1ae26c,atp,151725
c65f37b2cb1ae26c,atp,151262
c65f37b2cb1ae26c,atp,146247
c65f37b2cb1ae26c,atp,151161
c65f37b2cb1ae26c,atp,146106
c65f37b2cb1ae26c,atp,150101
c65f37b2cb1ae26c,atp,211086
c65f37b2cb1ae26c,atp,113054
c65f37b2cb1ae26c,atp,146020
c65f37b2cb1ae26c,atp,151363
c65f37b2cb1ae26c,atp,209829
c65f37b2cb1ae26c,atp,209649
c65f37b2cb1ae26c,atp,145942
c65f37b2cb1ae26c,atp,151292
c65f37b2cb1ae26c,atp,149619
c65f37b2cb1ae26c,atp,147003
c65f37b2cb1ae26c,atp,151184
c65f37b2cb1ae26c,atp,149659
c65f37b2cb1ae26c,atp,209639
c65f37b2cb1ae26c,atp,150784
c65f37b2cb1ae26c,atp,146601
c65f37b2cb1ae26c,atp,147298
c65f37b2cb1ae26c,atp,145212
c65f37b2cb1ae26c,atp,148968
c65f37b2cb1ae26c,atp,145298
c65f37b2cb1ae26c,atp,151147
c65f37b2cb1ae26c,atp,146811
c65f37b2cb1ae26c,atp,211842
c65f37b2cb1ae26c,atp,145533
c65f37b2cb1ae26c,atp,146235
c65f37b2cb1ae26c,atp,151439
c65f37b2cb1ae26c,atp,211161
c65f37b2cb1ae26c,atp,150279
c65f37b2cb1ae26c,atp,150915
c65f37b2cb1ae26c,atp,208996
c65f37b2cb1ae26c,atp,115702
c65f37b2cb1ae26c,atp,148718
c65f37b2cb1ae26c,atp,145064
c65f37b2cb1ae26c,atp,149207
c65f37b2cb1ae26c,atp,202797
c65f37b2cb1ae26c,atp,148648
c65f37b2cb1ae26c,atp,151679
c65f37b2cb1ae26c,atp,150334
c65f37b2cb1ae26c,atp,151435
c65f37b2cb1ae26c,atp,146731
c65f37b2cb1ae26c,atp,151599
c65f37b2cb1ae26c,atp,116464
c65f37b2cb1ae26c,atp,146801
c65f37b2cb1ae26c,atp,209682
c65f37b2cb1ae26c,atp,116355
c65f37b2cb1ae26c,atp,151569
c65f37b2cb1ae26c,atp,114471
c65f37b2cb1ae26c,atp,114417
c65f37b2cb1ae26c,atp,151924
c65f37b2cb1ae26c,atp,150470
c65f37b2cb1ae26c,atp,150164
c65f37b2cb1ae26c,atp,149528
c65f37b2cb1ae26c,atp,151676
c65f37b2cb1ae26c,atp,151436
c65f37b2cb1ae26c,atp,152243
c65f37b2cb1ae26c,atp,151669
c65f37b2cb1ae26c,atp,149776
c65f37b2cb1ae26c,atp,106436
c65f37b2cb1ae26c,atp,112170
c65f37b2cb1ae26c,atp,111963
c65f37b2cb1ae26c,atp,150239
c65f37b2cb1ae26c,atp,111986
c65f37b2cb1ae26c,atp,109849
c65f37b2cb1ae26c,atp,147028
c65f37b2cb1ae26c,atp,209443
c65f37b2cb1ae26c,atp,146128
c65f37b2cb1ae26c,atp,116892
c65f37b2cb1ae26c,atp,150324
c65f37b2cb1ae26c,atp,145205
c65f37b2cb1ae26c,atp,146305
c65f37b2cb1ae26c,atp,149769
c65f37b2cb1ae26c,atp,115221
c65f37b2cb1ae26c,atp,151849
c65f37b2cb1ae26c,atp,151402
c65f37b2cb1ae26c,atp,209641
c65f37b2cb1ae26c,atp,114425
c65f37b2cb1ae26c,atp,150775
c65f37b2cb1ae26c,atp,211432
c65f37b2cb1ae26c,atp,114509
c65f37b2cb1ae26c,atp,146775
c65f37b2cb1ae26c,atp,152060
c65f37b2cb1ae26c,atp,152019
c65f37b2cb1ae26c,atp,145678
c65f37b2cb1ae26c,atp,145517
c65f37b2cb1ae26c,atp,209828
c65f37b2cb1ae26c,atp,147122
c65f37b2cb1ae26c,atp,152155
c65f37b2cb1ae26c,atp,148622
c65f37b2cb1ae26c,atp,209571
c65f37b2cb1ae26c,atp,124728
c65f37b2cb1ae26c,atp,112227
c65f37b2cb1ae26c,atp,209655
c65f37b2cb1ae26c,atp,151581
c65f37b2cb1ae26c,atp,152022
c65f37b2cb1ae26c,atp,148962
c65f37b2cb1ae26c,atp,147632
c65f37b2cb1ae26c,atp,113968
c65f37b2cb1ae26c,atp,149315
c65f37b2cb1ae26c,atp,152215
c65f37b2cb1ae26c,atp,149214
c65f37b2cb1ae26c,atp,151171
c65f37b2cb1ae26c,atp,150478
c65f37b2cb1ae26c,atp,114253
c65f37b2cb1ae26c,atp,150691
c65f37b2cb1ae26c,atp,146293
c65f37b2cb1ae26c,atp,150930
c65f37b2cb1ae26c,atp,150260
c65f37b2cb1ae26c,atp,150756
c65f37b2cb1ae26c,atp,150591
c65f37b2cb1ae26c,atp,115684
c65f37b2cb1ae26c,atp,152240
c65f37b2cb1ae26c,atp,148901
c65f37b2cb1ae26c,atp,149342
c65f37b2cb1ae26c,atp,150995
c65f37b2cb1ae26c,atp,112068
c65f37b2cb1ae26c,atp,113357
c65f37b2cb1ae26c,atp,210906
c65f37b2cb1ae26c,atp,111896
c65f37b2cb1ae26c,atp,151937
c65f37b2cb1ae26c,atp,145071
c65f37b2cb1ae26c,atp,146289
c65f37b2cb1ae26c,atp,149851
c65f37b2cb1ae26c,atp,145445
c65f37b2cb1ae26c,atp,145914
c65f37b2cb1ae26c,atp,150763
c65f37b2cb1ae26c,atp,149202
c65f37b2cb1ae26c,atp,109868
c65f37b2cb1ae26c,atp,151374
c65f37b2cb1ae26c,atp,150843
c65f37b2cb1ae26c,atp,114524
c65f37b2cb1ae26c,atp,150006
c65f37b2cb1ae26c,atp,150170
c65f37b2cb1ae26c,atp,151689
c65f37b2cb1ae26c,atp,151094
c65f37b2cb1ae26c,atp,116441
c65f37b2cb1ae26c,atp,149403
c65f37b2cb1ae26c,atp,149804
c65f37b2cb1ae26c,atp,150358
c65f37b2cb1ae26c,atp,150714
c65f37b2cb1ae26c,atp,149333
c65f37b2cb1ae26c,atp,209660
c65f37b2cb1ae26c,atp,109890
c65f37b2cb1ae26c,atp,209449
c65f37b2cb1ae26c,atp,211287
c65f37b2cb1ae26c,atp,210763
c65f37b2cb1ae26c,atp,148589
c65f37b2cb1ae26c,atp,114066
c65f37b2cb1ae26c,atp,150726
c65f37b2cb1ae26c,atp,150526
c65f37b2cb1ae26c,atp,147094
c65f37b2cb1ae26c,atp,209708
c65f37b2cb1ae26c,atp,148364
c65f37b2cb1ae26c,atp,151304
c65f37b2cb1ae26c,atp,149019
c65f37b2cb1ae26c,atp,146743
c65f37b2cb1ae26c,atp,204549
c65f37b2cb1ae26c,atp,145294
c65f37b2cb1ae26c,atp,201330
c65f37b2cb1ae26c,atp,112386
c65f37b2cb1ae26c,atp,110169
c65f37b2cb1ae26c,atp,114517
c65f37b2cb1ae26c,atp,211258
c65f37b2cb1ae26c,atp,148414
c65f37b2cb1ae26c,atp,211927
c65f37b2cb1ae26c,atp,149766
c65f37b2cb1ae26c,atp,115778
c65f37b2cb1ae26c,atp,211796
c65f37b2cb1ae26c,atp,106437
c65f37b2cb1ae26c,atp,150854
c65f37b2cb1ae26c,atp,151990
c65f37b2cb1ae26c,atp,147952
c65f37b2cb1ae26c,atp,146462
c65f37b2cb1ae26c,atp,150327
c65f37b2cb1ae26c,atp,151521
c65f37b2cb1ae26c,atp,152211
c65f37b2cb1ae26c,atp,151268
c65f37b2cb1ae26c,atp,147972
c65f37b2cb1ae26c,atp,147121
c65f37b2cb1ae26c,atp,146003
c65f37b2cb1ae26c,atp,112721
c65f37b2cb1ae26c,atp,111856
c65f37b2cb1ae26c,atp,149347
c65f37b2cb1ae26c,atp,114415
c65f37b2cb1ae26c,atp,150491
c65f37b2cb1ae26c,atp,152190
c65f37b2cb1ae26c,atp,148398
c65f37b2cb1ae26c,atp,201396
c65f37b2cb1ae26c,atp,149969
c65f37b2cb1ae26c,atp,151451
c65f37b2cb1ae26c,atp,151602
c65f37b2cb1ae26c,atp,151912
c65f37b2cb1ae26c,atp,148110
c65f37b2cb1ae26c,atp,149508
c65f37b2cb1ae26c,atp,149570
c65f37b2cb1ae26c,atp,151628
